momentum_period,rebalance_days,top_pct,num_stocks,num_periods_tested,avg_return,std_return,min_return,max_return,avg_7wk_return,avg_sharpe,std_sharpe,min_sharpe,max_sharpe,avg_drawdown,max_drawdown,consistency_score
7,2,0.2,10,21,49.82359306379929,32.28057183952437,2.716005713925984,127.81092024721978,8.571059631166005,2.5739687837020293,1.321508388160271,0.23411002011348234,4.8747088896357464,4.447614813495436,14.136854886150466,1.2524603955417584
6,4,0.3,15,21,41.51318904414951,32.54182682078161,-22.980102066046783,115.9813434863385,7.2093813144138865,2.566638405890985,1.3142811698890595,-0.7802723877627809,4.750355018629074,4.445173377083863,16.870844185307693,1.2523572360019255
7,4,0.3,15,21,44.651520240704905,36.640391556153155,-20.038813959539837,145.01126193638623,7.639057446434386,2.6475240202235506,1.4097840561223307,-0.6347782440236424,5.4417205890222125,4.203171882769701,16.048565017850272,1.23773996410122
6,3,0.3,15,21,45.000698358502866,31.35975183628435,-6.632890359875853,126.21155503349554,7.831617728823706,2.6590838720749197,1.4282863520025282,-0.5628108207622337,5.315954817123979,4.13244249315606,10.506955642700195,1.2307975200723915
10,4,0.2,10,21,55.32658103521937,49.73380925256836,1.1399667324534235,204.5102131151515,9.041296341124037,2.569205617429547,1.341363690893861,0.1542450313220704,5.652969645551283,4.227833430574506,13.684408265133621,1.2278419265356857
8,3,0.2,10,21,50.757156595041614,40.15467244433128,5.444998483123364,141.65663522947148,8.544848470597039,2.5707019780796148,1.3505700444634454,0.4896881592493438,4.846405143852245,4.623141211031599,11.914002269744874,1.2201319336161693
7,3,0.2,10,21,50.008756642571925,37.75586705737898,-5.939817797232649,125.47475719359417,8.462831210545133,2.602101037378884,1.3834747541274857,-0.09060646881420266,4.725579852023061,4.6836974836355685,12.776406856536864,1.2186262832513985
15,3,0.1,5,21,51.4202161504455,29.79974153798445,5.705280210910524,116.22723485082709,8.88521100362142,2.267194252842081,1.0553527606865238,0.3331964664224505,4.7360640664570965,5.341188974368333,11.991241874694825,1.2118414921555571
9,2,0.3,15,21,47.621315224715154,36.789448972968714,-0.2691559958520884,131.34669002533116,8.113842918214342,2.742747395724222,1.5357579803530816,0.03199298532876541,5.0137527683608,3.9831812717544244,11.558332492828368,1.2069894153711402
5,5,0.3,15,21,48.29622295921504,36.92313060953149,-7.116636158185008,118.86331502592368,8.215829066321964,2.57354105326437,1.3722569092461396,-0.6447417590385521,4.3626956947188935,4.162367922437205,11.460949769139543,1.2012841440182302
9,5,0.3,15,21,43.893358069516665,32.121168130814716,1.6062463980925479,119.83182251770069,7.619787729899089,2.718826253583914,1.521481621502437,0.20430085042244353,5.29269415787479,3.6467182764778605,11.850809684753418,1.197344632081477
9,4,0.3,15,21,48.42782443342768,45.67175350706723,0.3329083838780278,176.5263867505126,8.048687384469169,2.725171536774274,1.543904461725299,0.08463439546673453,5.892945786875339,3.6036633337243735,13.108083466890749,1.1812670750489749
8,2,0.2,10,21,50.92740431067013,36.65856864354862,-1.5247672338590923,126.55094012660308,8.606641887483145,2.695706802991638,1.5151678107986017,-0.0524731353801967,4.9624230964493075,4.6284555248590005,15.438060285500018,1.1805389921930363
5,5,0.2,10,21,59.35778384862109,43.89180530019819,-12.343907350053907,147.09855963984756,9.740197121756418,2.6955006329819944,1.5439550105900548,-1.0621255104162006,4.531794596000771,4.637678014574173,11.86235027851149,1.1515456223919396
6,2,0.1,5,21,67.72285047602324,47.96589822334074,4.13396538009867,163.7811199089336,10.871572816031321,2.5530332513422214,1.4077049619763213,0.32459054928565806,4.294349603659312,5.748259223153689,16.045164821239077,1.1453282893659
10,2,0.3,15,21,46.67785161234399,36.61551506455665,0.16429488663716185,126.00668850868351,7.973398616972423,2.5879120983310018,1.4441834515613943,0.07124705420596826,4.820413509981068,3.886747309960211,12.480539470672609,1.1437286467696075
6,5,0.3,15,21,44.667658994514724,32.91355909848288,-8.399510044724456,112.59291172234116,7.739482496715725,2.6044917242810564,1.464267848565966,-0.7202007679364739,4.595504223817415,3.7369894460094732,8.810782386779785,1.1402238757150904
5,3,0.1,5,21,65.3367325248732,43.370746873186,10.116502745829802,150.9066357977648,10.705167714981807,2.6381525440933173,1.500051806321526,0.46995423290717697,5.610849900772138,5.616524174398024,13.219087722778319,1.1381007377717913
6,3,0.2,10,21,53.154683854977954,39.37851087741588,-7.635712086239366,146.50185097706375,8.91261478478568,2.6002177165186104,1.4674491771158298,-0.5517471599366928,4.953238842067625,4.703935877979225,11.155671676635743,1.1327685394027807
5,4,0.3,15,21,39.65506708849165,32.356004777377706,-9.987669748470662,124.58848110840192,6.922130670093354,2.4663727295066087,1.3457876868987795,-0.24101757239566832,5.102650791348535,4.370852063247894,15.096569431718773,1.1205850426078292
13,4,0.1,5,21,53.73000690587393,36.524982986569114,-6.05691712063966,114.78173491174921,9.098447263808477,2.159494045019099,1.0674754308144716,-0.30973990492139686,3.9183687770289803,5.413570792704609,8.75062372211728,1.0920186142046275
10,5,0.2,10,21,51.649546256925596,41.872214805785354,-1.0425892439292705,132.7654742125715,8.616357966105143,2.5327912855448167,1.4626262578350409,-0.026409712930654642,4.7260758802257845,4.443482034801697,14.627006469726561,1.0701650277097758
8,4,0.3,15,21,43.83615921812897,40.37160206964896,-17.32618534284486,164.01574708675608,7.42304156203497,2.520975643469072,1.4754092447524745,-0.5523494660815463,5.337293558647016,4.2136019851162025,16.49308336703741,1.0455663987165977
15,2,0.1,5,21,53.41693067657631,37.29366370563605,4.757414976268359,136.9294261235039,9.033338053748722,2.1545380770472953,1.1121229301564686,0.3780201530981524,4.210816994331659,5.327953058156339,8.527476984773417,1.0424151468908267
6,4,0.2,10,21,43.33960633466069,38.287792022031105,-18.739897448117272,151.25507510322655,7.386517249152774,2.3063551132549596,1.283665156169134,-0.49884990263223156,4.539859327256218,4.9502720434944125,18.151343001181232,1.0226899570858257
10,3,0.2,10,21,55.24527820198002,52.727849515971904,-1.2766668268446413,199.76514047911112,8.905331762586322,2.443773103417447,1.4614168951084179,-0.03041566810383846,5.832948168884167,4.184342871926013,10.14625310267153,0.9823562083090289
13,5,0.1,5,21,47.72671099654423,29.972524346541856,-0.35649116238835044,103.1005332766354,8.316486323038738,2.160676238586114,1.2419818063695909,0.06095565575396798,4.394465851357842,5.569475137377161,11.897827239990235,0.9186944322165231
11,2,0.2,10,21,56.151144037927494,54.643082826612094,-4.098386806824994,203.55961152916734,8.984853905995687,2.46732694914949,1.5589628945632101,-0.32082873721764543,5.955553610057012,4.092513595144491,11.570339561446374,0.9083640545862799
7,4,0.2,10,21,45.84702147085283,44.90902708393718,-29.066788960433556,184.4185490199715,7.604008808135986,2.3431507026078373,1.5043481804679761,-0.9806909277486319,5.201488725013615,4.735794298799131,19.055253785844116,0.8388025221398612
11,5,0.2,10,21,51.60256376814992,45.85929492854435,-8.487555000971625,146.67073298673552,8.487927183423725,2.4832774440676095,1.6472519843722733,-0.7675020046854643,4.733240692474175,3.7174075266791107,11.983443313598633,0.8360254596953363
6,3,0.1,5,21,68.4122804003099,54.08389386501984,-15.515603191055105,176.47707636053838,10.776342069535028,2.543330356475227,1.7478153027373915,-0.9958681963563426,5.806396812916842,6.352322052214093,13.292878310633318,0.7955150537378357
12,4,0.1,5,21,55.7435840752021,54.477173040681606,1.6495195341981184,244.73953035973497,8.998297686622257,1.9023762734673404,1.1265925831189125,0.1815440104718073,4.773205634909346,6.402166752193038,12.999058128496738,0.7757836903484279
8,4,0.2,10,21,48.48646045472489,49.72551044458209,-20.18586145165545,177.6912026603223,7.869715430123465,2.3755324604601444,1.619577500136476,-0.5989618628046158,4.948087820340337,4.813288449372458,18.08489920993848,0.7559549603236684
12,5,0.1,5,21,53.22520409349271,37.76576056913228,-12.495430096734905,117.59937177232769,8.94491517711821,2.19157485847678,1.438581659179334,-0.7717924622380022,4.277420519672445,5.57216429855617,11.897827239990235,0.7529931992974461
10,2,0.2,10,21,48.24054341744151,45.58631085970304,-4.179595073427256,140.15358798333642,7.934825550260998,2.319904496458381,1.6130359752584202,-0.24317086795368079,4.752696746327253,4.9224250775961345,16.177033241271975,0.7068685211999606
9,3,0.2,10,21,45.895982381496765,44.3610117259388,-3.4981522135137944,163.26695956564822,7.629579817635671,2.2110124518170333,1.514962163042396,-0.24483063767998833,4.550418072280114,4.775996472728381,11.975436097611857,0.6960502887746374
7,3,0.1,5,21,50.18900556277927,40.715055767765335,-11.073062921099286,148.03125807027024,8.362729956127348,2.1108596626807876,1.4265047527800299,-0.6631807091445657,4.013710629882563,6.542652975842363,15.654172554016114,0.6843549099007578
7,2,0.1,5,21,51.08726932606845,43.08671715890819,-16.497925808612102,155.5948354294933,8.401702976408458,2.1438152670810564,1.4964198651637484,-0.6528816294463414,4.446228566035948,6.601221188432182,17.412154197115047,0.647395401917308
14,5,0.1,5,21,45.31856884669469,34.89903949562694,-15.543430277761672,121.52506900600014,7.801590060642788,1.9601996411493066,1.328115408738439,-0.8875709488361615,3.8085158441677716,5.70556321780092,11.897827239990235,0.6320842324108675
9,5,0.2,10,21,38.97071954834949,34.71104360058179,-5.232696813387561,113.5337184365973,6.719019315083821,1.9599371211508914,1.355405120978947,-0.43797397823006334,4.231093058017147,4.667281860368703,10.273369758605957,0.6045320001719443
7,5,0.2,10,21,41.33015104871534,36.3793038367689,-7.7875141373671575,120.45298189139176,7.0545426822844,2.0955719528212264,1.506405480996401,-0.5811241087367104,4.231735786236682,4.193678658966446,9.663653465270997,0.5891664718248255
12,3,0.1,5,21,56.070137373495406,59.542194274519844,-4.5917305713621515,219.8232918257473,8.858647923060825,1.8506283803815708,1.28313813701703,-0.20797046837445682,4.892521101605874,6.383996533157621,12.40616739846675,0.5674902433645408
6,4,0.1,5,21,44.628363907014126,40.86806436316556,-30.491561899180265,148.11641698536758,7.457084863026936,1.8956080123511536,1.3714246686220386,-0.8567240597510702,4.8378573707650725,6.5189632317247845,21.010647800172936,0.524183343729115
13,3,0.1,5,21,40.6940420283196,37.99879747113644,-5.789020795327293,129.72895289243397,6.951241125742594,1.6015423658194659,1.090467238274192,-0.386551694016434,3.5229970416007697,6.223022210643238,11.768403175354004,0.5110751275452738
14,3,0.1,5,21,44.54722383082047,40.937112557194986,-12.185405383619763,130.77551562362203,7.485042022341775,1.7373597781402128,1.2404566384293187,-0.698052559332137,3.649520487021621,5.886806100524978,11.768403175354004,0.49690313971089406
9,4,0.2,10,21,45.27715097133647,47.68532787719409,-10.666680237228865,179.65928523771802,7.414400586446127,2.1955621366246056,1.736642172303811,-0.8795991011547916,5.378574572518235,4.372949008949684,14.202865406328522,0.4589199643207946
10,4,0.1,5,21,61.55820999027233,60.91489698055996,-20.78531789337469,216.95592129825943,9.50424336823963,2.0655258703626767,1.6497213257585825,-1.290727965331454,4.771176407913137,6.17989975607185,15.66244402727737,0.4158045446040941
12,2,0.1,5,21,49.7175373018359,59.26612008054817,-5.117672878487401,250.9650123789978,7.855288164047967,1.6411466726314694,1.2849707935277621,-0.218130207380541,5.033487336865531,6.5114508885702405,14.014619186420752,0.3561758791037073
